link,headline,category,short_description,authors,date
https://www.huffingtonpost.com/entry/skin-sculptures_us_5bb26911e4b0171db6a049f0,These 'Human' Sculptures Are Enough To Make Your Skin Crawl,CULTURE & ARTS,"Clock, 2009, Mixed Media, 4cm x 2.5cm x 18cm Artists are often eager to push the boundary between perceptions of the beautiful",,2013-12-28
https://www.huffingtonpost.com/entry/jaime-rojo_us_5bb26932e4b0171db6a04bf7,Jaime Rojo on the ImageBlog,CULTURE & ARTS,Colorado Sunset Series. Summer 2011.,"Jaime Rojo & Steven Harrington, Contributor
Co-Founders, BrooklynStreetArt.com",2013-12-25
https://www.huffingtonpost.com/entry/woody-allen-is-zhenya-ger_us_5bb26934e4b0171db6a04c45,Woody Allen Is Zhenya Gershman's 'Sunny Side Up',CULTURE & ARTS,Woody Allen's films have global meaning across many generations. As an artist his work has personal resonance. In most of his films art is treated with reverence alongside the main characters.,"Nancy Chuda, Contributor
Founder and Editor In Chief of LuxEcoLiving and co-founder of ...",2013-12-25
https://www.huffingtonpost.com/entry/louise-bourgeois_us_5bb26931e4b0171db6a04be1,Sculptor Louise Bourgeois Would Turn 102 If She Were Alive Today,CULTURE & ARTS,"Bourgeois, born in Paris in 1911, began studying art in her twenties while enrolled at the renowned French academic institution",,2013-12-25
https://www.huffingtonpost.com/entry/gregory-euclide_us_5bb26932e4b0171db6a04bf5,Gregory Euclide on the ImageBlog,CULTURE & ARTS,"WITH MY DISTANCE REACHING TOWARD THE BLANKET EMBRACING OF YOUR ADVANCE • CATEGORIES: FLAT,RELIEF • YEAR: 2013 • MEDIA: ACRYLIC","Gregory Euclide, Contributor
Artist educator",2013-12-25
https://www.huffingtonpost.com/entry/jesus-art_us_5bb268e9e4b0171db6a048d5,The 10 Most Unorthodox Artistic Depictions Of Jesus,CULTURE & ARTS,"May we humbly present our Christmas gift to you, our 10 favorite unorthodox depictions of JC himself. The following collection",,2013-12-25
https://www.huffingtonpost.com/entry/child-prodigies-2013_us_5bb268dfe4b0171db6a047cc,The 12 Most Talented And Tiny Child Prodigies Of 2013,CULTURE & ARTS,"6. Umi Garrett, 13 years old NC Child Prodigy Suffers from Debilitating Disease Nigerian photographer Onafujiri ""Fuji"" Remet",,2013-12-22
https://www.huffingtonpost.com/entry/eyes-wide-open-an-afghan_us_5bb26915e4b0171db6a04a2d,"'Eyes Wide Open, an Afghan Journey': Photos by Pia Torelli",CULTURE & ARTS,"""My pictures show great devastation, but also many cheerful faces, especially those of children at schools. The reconstruction of many schools, above all, seems to give hope to the Afghan people.""","E. Nina Rothe, Contributor
Cultural Activist",2013-12-21
https://www.huffingtonpost.com/entry/finding-freedom-in-poetry_us_5bb26915e4b0171db6a04a4c,Finding Freedom in Poetry,CULTURE & ARTS,"Writing poetry for me is a way to recapture some of the independence I've lost... albeit virtually, by enabling me to fly freely here and there by way of my mighty pen... and through that journey, blow off a little steam.","Marcella Burtch, Contributor
88-year-old poet",2013-12-21
https://www.huffingtonpost.com/entry/stage-door-hebe-for-the-h_us_5bb26915e4b0171db6a04a61,Stage Door: Hebe For The Holiday,CULTURE & ARTS,"The scathingly funny actress brings her latest cabaret act to Joe's Pub in Hebe For The Holiday. Hanukkah came early this year, but her stand-up, which relies on dark, child-hating humor, hits in time to end the year with a zetz.","Fern Siegel, Contributor
Deputy Editor, MediaPost",2013-12-21
https://www.huffingtonpost.com/entry/caught-off-guard_us_5bb26911e4b0171db6a04a1b,Caught Off Guard,CULTURE & ARTS,"It doesn't happen often, but on those rare and blessed occasions when it does, oddball works of art give a person multiple reasons to be grateful. These are situations in which one's expectations (large or small) are completely upended.","George Heymont, Contributor
San Francisco-based arts critic",2013-12-21
https://www.huffingtonpost.com/entry/moca-art-comedy_us_5bb2690fe4b0171db6a049b3,"MOCA's Art + Comedy Night Leaves Us Laughing, Sort Of Freaked Out",CULTURE & ARTS,"The evening's main act was the premiere of ""Ambiance Man,"" a comedy series by Alix Lambert featuring Fred Armisen, Jack Black",Priscilla Frank,2013-12-21
https://www.huffingtonpost.com/entry/artist-profile-jesus-max_us_5bb268f4e4b0171db6a0494e,Artist Profile: Jesus Max,CULTURE & ARTS,"When Jesus Max made the transition to move out West, he was already thirty-seven, he didn't speak English, and he didn't drive or have a driver's license, but he was determined to learn and grow.","Rodrigo Ribera d'Ebre, Contributor
Writer/director/scholar",2013-12-21
https://www.huffingtonpost.com/entry/the-gift-of-artistic-expr_us_5bb26910e4b0171db6a049d2,For the Holidays: The Gift of Artistic Expression,CULTURE & ARTS,"As an multidisciplinary artist and teaching artist, the unique gift I can give myself and others is the opportunity to create something through artistic expression. But, we all, as humans, have the power in us to do the same. Why?","Mary Crescenzo, Contributor
Playwright, writer, poet and Jazz singer",2013-12-21
https://www.huffingtonpost.com/entry/dancing-in-the-streets-a_us_5bb268cae4b0171db6a042eb,Dancing in the Streets: A Short Interview With Motown's  Saycon Sengbloh,CULTURE & ARTS,"In addition to offering a host of new songs to go alongside the nostalgia, the show gives a wonderful glimpse into the ups and downs of Berry Gordy's quest to make this ""black music"" transcend and be accepted by audiences of all races, ages, and locations.","Danny Groner, Contributor
Freelance Journalist",2013-12-15
https://www.huffingtonpost.com/entry/star-warhols_us_5bb268aae4b0171db6a03c02,Star Warhols Is The Nerdy Pop Art Mashup You've Been Waiting For,CULTURE & ARTS,"A (not so) long time ago, in a galaxy (not so) far, far away, one revolutionary artist decided to collapse the distinction",,2013-12-15
https://www.huffingtonpost.com/entry/wooden-skscraper_us_5bb268cae4b0171db6a042b1,Giant Wooden Skyscraper Wins International Architecture Competition,CULTURE & ARTS,"C.F. Møller's Wooden Skyscraper Wins International Competition originally appeared on ArchDaily, the most visited architecture",Katherine Brooks,2013-12-14
https://www.huffingtonpost.com/entry/women-on-the-verge-of-a-p_us_5bb268cae4b0171db6a042cb,Women on the Verge of a Psychotic Episode,CULTURE & ARTS,"Two women, performing on opposite sides of the wall this fall, delivered monologues that were radically different in their displays of physical energy. Each dealt with some of the more curious aspects of being an introvert.","George Heymont, Contributor
San Francisco-based arts critic",2013-12-14
https://www.huffingtonpost.com/entry/first-nighter-robert-wils_us_5bb268cae4b0171db6a042df,"First Nighter: Robert Wilson's ""Life and Death of Marina Abramovic,"" Martha Clarke's ""Cheri""",CULTURE & ARTS,"Even before the piece proper begins, Wilson sends out three sleek Dobermans to gallivant among fake cardinals scattered on","David Finkle, Contributor
Writer, Drama Critic",2013-12-14
https://www.huffingtonpost.com/entry/infrared-photos_us_5bb268c6e4b0171db6a04141,Infrared Photos Transform Nepalese Landscape Into Psychedelic Wonderland,CULTURE & ARTS,"We expect that if you captured the beauty of the Nepalese landscape through a snap of the camera, the results would be nothing",,2013-12-14
https://www.huffingtonpost.com/entry/latinous-cotidiano-an-exh_us_5bb268c6e4b0171db6a04181,"'LATINO/US Cotidiano,' an Exhibition of Photographers of Latino Descent",CULTURE & ARTS,"Demographers quantify the growing Latino presence in the United States but the 12 photographers in LATINO/US Cotidiano, curated by Claudi Carreras for the Museum of Latin American Art, qualify it.","James Scarborough, Contributor
Writer",2013-12-14
https://www.huffingtonpost.com/entry/roger-ballen_us_5bb268c4e4b0171db6a04091,Step Inside Roger Ballen's Asylum Of The Birds,CULTURE & ARTS,Do you feel like the rise of digital photography and Instagram is negatively shaping the future of photography? Birds in,Priscilla Frank,2013-12-14
https://www.huffingtonpost.com/entry/jake-longstreth_us_5bb268c9e4b0171db6a04254,Dreamy Paintings Capture The Dark Realities Of Climate Change,CULTURE & ARTS,Longstreth's color palette is restrained -- ranging from white to green to brown to blue and back again. With carefully placed,,2013-12-14
https://www.huffingtonpost.com/entry/13-ways-to-make-money-fro_us_5bb268cae4b0171db6a04283,13 Ways to Make Money From Your Songs,CULTURE & ARTS,"With all of the different ways your compositions can be used in both industry models, there's a good chance your songs are generating money you're not even aware of, which means you're missing out on collecting your money.","Jamie Purpora, Contributor
President of Music Publishing Administration at TuneCore",2013-12-14
https://www.huffingtonpost.com/entry/facespics_us_5bb26872e4b0171db6a03559,These Photos Of Faces Hiding In Everyday Life Are Your New Favorite Twitter Addiction,CULTURE & ARTS,13. This horrified audio set-up. 1. This frightened bottle opener. 9. This contented boat. 8. This agitated car interior,,2013-12-08
https://www.huffingtonpost.com/entry/contemporary-east_us_5bb2684ce4b0171db6a02f37,7 Contemporary Russian And Eastern European Artists You Should Know,CULTURE & ARTS,A woman looks at a painting on the so called East Side Gallery featuring the famous kiss between then Soviet leader Leonid,Katherine Brooks,2013-11-30
https://www.huffingtonpost.com/entry/jasper-white_us_5bb2684ce4b0171db6a02f80,The Ridiculous Man Caves Of Australian Bros,CULTURE & ARTS,"In rural Australia, a man’s shed is his kingdom. It’s a place to drink, hang out with his buddies, work on his car, or do",Priscilla Frank,2013-11-30
https://www.huffingtonpost.comhttp://www.vanityfair.com/culture/2013/11/vermeer-secret-tool-mirrors-lenses,Reverse-Engineering A Genius (Has A Vermeer Mystery Been Solved?),CULTURE & ARTS,David Hockney and others have speculated—controversially—that a camera obscura could have helped the Dutch painter Vermeer,,2013-11-30
https://www.huffingtonpost.com/entry/kathleen-hanna-punk_us_5bb2684ee4b0171db6a030d3,Punk Icon Kathleen Hanna Brings Riot Grrl Back To The Spotlight,CULTURE & ARTS,"Yup. No, absolutely not! I think it's the same way Ian MacKaye felt about straight edge. He was just writing shit in his",Katherine Brooks,2013-11-29
https://www.huffingtonpost.com/entry/puzzle-facade_us_5bb2684be4b0171db6a02eec,You Thought A Rubik's Cube Was Hard? Check Out This Rubik's Building,CULTURE & ARTS,Puzzle Facade from Javier Lloret on Vimeo. We can't decide if we're fascinated or horrified at the prospect of the urban,,2013-11-29
https://www.huffingtonpost.com/entry/photos-of-the-week_us_5bb26858e4b0171db6a03153,The Most Breathtaking Photos From Around The World This Week,CULTURE & ARTS,"Indian fishermen move boats away from the coast following a cyclone warning in Puri, 67 kilometers (42 miles) away from the",,2013-11-29
https://www.huffingtonpost.comhttp://www.economist.com/news/europe/21590918-art-trove-exposes-legal-vacuum-shadow-holocaust,In The Shadow Of The Holocaust,CULTURE & ARTS,"ONE day Hollywood will spin its yarns around Cornelius Gurlitt, the eccentric 80-year-old recluse who lived quietly for decades",,2013-11-29
https://www.huffingtonpost.comhttp://www.thisiscolossal.com/2013/11/gingerbread-art-museums-by-caitlin-levin-and-henry-hargreaves/,Gingerbread Art Museums by Caitlin Levin and Henry Hargreaves,CULTURE & ARTS,"Recently completed for display at Dylan’s Candy Bar during Art Basel Miami, these towering architectural creations of the",,2013-11-29
https://www.huffingtonpost.com/entry/jaime-rojo_us_5bb26849e4b0171db6a02db9,Jaime Rojo on the ImageBlog,CULTURE & ARTS,From Sky Landscape Series. Ongoing project. Air planes shot at a low exposure crisscrossing the sky.,"Jaime Rojo & Steven Harrington, Contributor
Co-Founders, BrooklynStreetArt.com",2013-11-28
https://www.huffingtonpost.com/entry/stage-door-a-christmas-ca_us_5bb26858e4b0171db6a0315e,Stage Door: A Christmas Carol,CULTURE & ARTS,"Dickens, a fierce critic of the Victorian class system and the treatment of the poor, marries social realism to sentimentality here. It succeeds in this crisp rendition because Scrooge's ethical awakening isn't forced.","Fern Siegel, Contributor
Deputy Editor, MediaPost",2013-11-28
https://www.huffingtonpost.com/entry/infinite-expanse-of-sky_us_5bb26849e4b0171db6a02db7,Jacob Hashimoto on the ImageBlog,CULTURE & ARTS,"Superabundant Atmosphere / Infinite Expanse of Sky, 2008 Paper, silk, wood, nylon Installation view Courtesy Studio la Città","Jacob Hashimoto, Contributor
Contributor",2013-11-28
https://www.huffingtonpost.com/entry/thanksgiving-proclamation_us_5bb26733e4b0171db69ffca5,"Christie's Tired To Sell The Proclamation That Established Thanksgiving, Signed By George Washington",CULTURE & ARTS,Now therefore do I recommend and assign Thursday the 26th day of November next to be devoted by the People of these States,,2013-11-28
https://www.huffingtonpost.com/entry/infinite-staircase_us_5bb267e7e4b0171db6a02552,This Infinite Staircase Will Make You Believe In Miracles Art,CULTURE & ARTS,"On a good day, art can be a portal to another dimension. On a great day, it's a staircase to nowhere. Meet ""Diminish and",,2013-11-24
https://www.huffingtonpost.com/entry/expanding-the-grid-barry_us_5bb26835e4b0171db6a02bf2,Expanding the Grid: Barry Nemett at Denise Bibro,CULTURE & ARTS,Barry Nemett's recent paintings and drawings are a testament to a lifetime of uncompromised practice and ceaseless development.,"Julia Clift, Contributor
artist",2013-11-24
https://www.huffingtonpost.com/entry/the-commons-of-pensacola_us_5bb26835e4b0171db6a02c09,"Stage Door: The Commons of Pensacola, Witnessed By the World",CULTURE & ARTS,"The travails of Bernie Madoff's family illicit little sympathy from angry, destroyed investors, but first-time playwright Amanda Peet has used it as the backdrop for The Commons of Pensacola","Fern Siegel, Contributor
Deputy Editor, MediaPost",2013-11-24
https://www.huffingtonpost.com/entry/eugene-onegin_us_5bb26836e4b0171db6a02c21,First Nighter: Met's Second Cast Eugene Onegin Has Chekhovian Flair,CULTURE & ARTS,"The new cast of Eugene Onegin, the season opener at the Met, has weighed in.  Turns out -- hooray! -- they're a troupe of heavyweights, especially as conducted by debuting Alexander Vedernikov, who appears to have Peter Ilyich Tchaikovsky deeply embedded in his DNA.","David Finkle, Contributor
Writer, Drama Critic",2013-11-24
https://www.huffingtonpost.com/entry/john-f-kennedy-poetry_us_5bb26836e4b0171db6a02c2d,John F. Kennedy and Poetry,CULTURE & ARTS,Kennedy thought highly of poetry's wisdom and of its ability to reset a perspective warped by power and politics.,"John Lundberg, Contributor
Writer, Poetry teacher",2013-11-24
https://www.huffingtonpost.com/entry/norman-rockwell_us_5bb26834e4b0171db6a02b98,Norman Rockwell's 'Saying Grace' Turns 62 Today,CULTURE & ARTS,"Color Study for “Norman Rockwell Visits a Country School,” 1946 The Gossips The now iconic image is heading to Sotheby's",,2013-11-24
https://www.huffingtonpost.com/entry/olek_us_5bb26834e4b0171db6a02b9e,Olek on the ImageBlog,CULTURE & ARTS,"I Love The Shit Out of You, crocheted acrylic yarn and metallic ribbons on canvas, by Olek","Olek, Contributor
Artist",2013-11-24
https://www.huffingtonpost.com/entry/doug-argue_us_5bb26834e4b0171db6a02ba0,Doug Argue on the ImageBlog,CULTURE & ARTS,"Prehistory, 35 x 47 in., Oil/Linen, 2010-2011, dougargue.com, edelmanarts.com","Doug Argue, Contributor
Contributor",2013-11-24
https://www.huffingtonpost.com/entry/timelapse-hot-air-balloon_us_5bb267e9e4b0171db6a02644,700 Hot Air Balloons. One Mind Blowing Time Lapse Video.,CULTURE & ARTS,"If we had to guess, we'd suspect watching 700 hot air balloons float into the sunrise would be quite a sight to behold. But",,2013-11-23
https://www.huffingtonpost.com/entry/82nd-fifth-arrival-by-mo_us_5bb26835e4b0171db6a02bc1,82nd & Fifth: ARRIVAL by Morrison Heckscher (VIDEO),CULTURE & ARTS,The Met was originally a self-contained structure in Central Park. The addition of the Great Hall reoriented the building,"The Metropolitan Museum of Art, Contributor
Contributor",2013-11-23
https://www.huffingtonpost.com/entry/82nd-fifth-reading-matis_us_5bb26835e4b0171db6a02bc5,82nd & Fifth: READING MATISSE by Rebecca Rabinow (VIDEO),CULTURE & ARTS,"Curator Rebecca Rabinow was awestruck when she discovered Matisse's illustrated book Jazz, which depicts subjects ranging","The Metropolitan Museum of Art, Contributor
Contributor",2013-11-23
https://www.huffingtonpost.com/entry/to-be-young-gifted-and-a_us_5bb26835e4b0171db6a02be5,"To Be Young, Gifted and a Classical Musician",CULTURE & ARTS,Some writers like to reflect on modern history from the distance of a decade or a generation. Others prefer 25 or 50 years as appropriate reference points. Very few stop to think about how our lives have changed over the most recent third of a century.,"George Heymont, Contributor
San Francisco-based arts critic",2013-11-23
https://www.huffingtonpost.com/entry/82nd-fifth-be-prepared-b_us_5bb26834e4b0171db6a02bad,82nd & Fifth: BE PREPARED by Constance McPhee (VIDEO),CULTURE & ARTS,"A highly trained engraver as well as a poet and a visionary, William Blake worked out of the mainstream. ""He believed he","The Metropolitan Museum of Art, Contributor
Contributor",2013-11-23
https://www.huffingtonpost.com/entry/82nd-fifth-dream-logic-w_us_5bb26834e4b0171db6a02bb1,82nd & Fifth: DREAM LOGIC with Joseph Scheier-Dolberg (VIDEO),CULTURE & ARTS,"Shitao was a monk for some forty years; he then went on to seek fame and fortune as a painter in Beijing. ""This is a guy","The Metropolitan Museum of Art, Contributor
Contributor",2013-11-23
https://www.huffingtonpost.com/entry/82nd-fifth-accident-by-s_us_5bb26835e4b0171db6a02bb5,82nd & Fifth: ACCIDENT by Samantha Rippner (VIDEO),CULTURE & ARTS,"Robert Rauschenberg used discarded printing plates from The New York Times to create this work, which he began in 1962. ""It's","The Metropolitan Museum of Art, Contributor
Contributor",2013-11-23
https://www.huffingtonpost.com/entry/82nd-fifth-nosing-around_us_5bb26835e4b0171db6a02bb9,82nd & Fifth: NOSING AROUND by Julie Jones (VIDEO),CULTURE & ARTS,"Nose ornaments, which fit over the mouth, were fashionable with high-level men in the ancient Americas for hundreds of years","The Metropolitan Museum of Art, Contributor
Contributor",2013-11-23
https://www.huffingtonpost.com/entry/82nd-fifth-boy-geniuses_us_5bb26835e4b0171db6a02bbd,82nd & Fifth: BOY GENIUSES by Timothy B. Husband (VIDEO),CULTURE & ARTS,"It took three brothers ranging in age from about fourteen to twenty some four years to illuminate this exquisite work. ""In","The Metropolitan Museum of Art, Contributor
Contributor",2013-11-23
https://www.huffingtonpost.com/entry/catching-up-with-mansuns_us_5bb2680ee4b0171db6a0277b,Catching Up With Mansun's Paul Draper,CULTURE & ARTS,"Draper was kind enough to speak with me detailing everything about The Anchoress, an L.A. rapper also called Mansun and the real story behind his mysterious solo album.","Kayley Kravitz, Contributor
Boston blogger & Britpop girl",2013-11-23
https://www.huffingtonpost.com/entry/an-interview-with-photogr_us_5bb26828e4b0171db6a0297b,An Interview With Photographer Leonard Nimoy,CULTURE & ARTS,"""It's liberating for me. I don't have to perform -- don't have to take on other identities. It's using a different part of my creative process, which I enjoy. It's refreshing.""","Jason Landry, Contributor
Music Writer | Guitar Enthusiast",2013-11-23
https://www.huffingtonpost.com/entry/on-the-a-wsouleo-stax-rec_us_5bb26828e4b0171db6a029c4,"On the ""A"" w/Souleo: Stax Records Book Explores Issues of Race",CULTURE & ARTS,Stax Records was more than a music machine releasing hits by the likes of Otis Redding and The Staple Singers.,"Peter ""Souleo"" Wright, Contributor
Cultural curator, lifestyle expert, media content producer + r...",2013-11-23
https://www.huffingtonpost.com/entry/workt-by-hand_us_5bb26827e4b0171db6a02950,"The Anonymous World Of Quilting, Viewed Through The Eyes Of A Feminist",CULTURE & ARTS,"Star of Bethlehem Quilt, circa 1830, Cotton, 95 x 95 ½ in. (241.3 x 242.6 cm), Brooklyn Museum, Gift of Alice Bauer Frankenberg",Katherine Brooks,2013-11-23
https://www.huffingtonpost.com/entry/val-britton_us_5bb267e4e4b0171db6a0243d,Val Britton on the ImageBlog,CULTURE & ARTS,"Outlier Medium: Watercolor, ink, and collage on paper Dimensions: 72"" h x 72"" w Date: 2013 http://valbritton.com","Val Britton, Contributor
Contributor",2013-11-17
https://www.huffingtonpost.com/entry/reflections-on-eddie-peak_us_5bb267e5e4b0171db6a02499,Reflections on Eddie Peake's Performa 13 Commission,CULTURE & ARTS,"On Thursday, I had the pleasure of seeing Eddie Peake's Performa 13 Commission, Endymion, at the Swiss Institute. I had to","Tali Wertheimer, Contributor
Works in Special Events at Performa",2013-11-17
https://www.huffingtonpost.com/entry/tissue-animals_us_5bb267e0e4b0171db6a023b7,This Is How You Turn A Single Tissue Into An Entire Zoo,CULTURE & ARTS,The video above begins with a tissue --- commonly known for receiving the sorry end of a sneeze -- and ends with the most,,2013-11-17
https://www.huffingtonpost.com/entry/santa-barbara-delacroix-exhibition_us_5bb267e3e4b0171db6a0241f,In Santa Barbara: A Masterfully Presented Delacroix Exhibition,CULTURE & ARTS,The Santa Barbara Museum of Art is currently presenting Delacroix and the Matter of Finish featuring 27 paintings and 18 works on paper: it is the first exhibition of works by Eugène Delacroix in the U.S. in over a decade.,"John Seed, Contributor
Professor of Art History",2013-11-17
https://www.huffingtonpost.com/entry/miyoshi-barosh_us_5bb267e4e4b0171db6a0243b,Miyoshi Barosh on the ImageBlog,CULTURE & ARTS,"Landscape with Added Surprise and Impact #1, 2013, ink-jet print on fabric, acrylic paint, and bleach, 6 ½ x 10 inches. Part","Miyoshi Barosh, Contributor
Contributor",2013-11-17
https://www.huffingtonpost.com/entry/talk-backs_us_5bb267b9e4b0171db6a01dc3,Why I Love Talkbacks and Why You Should Too,CULTURE & ARTS,"There are those who think poorly of talkbacks. They think theater, in many ways an ephemeral art, is to be experienced, not analyzed. This is the same argument made by those who think you shouldn't hold poetry interpretation classes.","Cara Joy David, Contributor
New York-based entertainment journalist",2013-11-10
https://www.huffingtonpost.com/entry/paul-koudounaris_us_5bb267abe4b0171db6a0173c,These Dazzling Blinged Out Skulls Will Leave You Yearning For The Afterlife,CULTURE & ARTS,"That time is no longer, thanks to an intoxicating photo series by Los Angeles based art historian Dr. Paul Koudounaris. Koudounaris",,2013-11-09
https://www.huffingtonpost.com/entry/in-praise-of-musical-inte_us_5bb267b9e4b0171db6a01d71,In Praise of Musical Intelligence,CULTURE & ARTS,I'm old fashioned. I have deep respect and undying love for great songs. Some of them were written for Broadway shows; others to be performed at parties and in nightclubs. Some became popular over the radio or because they were included in beloved movie musicals.,"George Heymont, Contributor
San Francisco-based arts critic",2013-11-09
https://www.huffingtonpost.com/entry/colorized-photos_us_5bb267b8e4b0171db6a01ca6,15 Remarkable Colorized Photos Will Let You Relive History,CULTURE & ARTS,"Colorized by Jordan J Lloyd 14. Charlie Chaplin in 1916, at the beautiful age of 27. Colorized by Mads Madsen 7. The tragic",,2013-11-09
https://www.huffingtonpost.com/entry/verdis-egypt_us_5bb267a7e4b0171db6a01549,Verdi's Egypt,CULTURE & ARTS,"Today, Egypt is troubled. As my country becomes more politically polarized, sectarian violence continues to rock its society.","Mena Mark Hanna, Contributor
Writer, lecturer, opera administrator",2013-11-03
https://www.huffingtonpost.com/entry/first-nighter-julie-taymo_us_5bb267a8e4b0171db6a01604,First Nighter: Julie Taymor's A Midsummer Night's Dream Hits and Misses,CULTURE & ARTS,If you know William Shakespeare's A Midsummer Night's Dream and Julie Taymor's several publicity-nabbing productions -- many theater-goers are quite familiar with both -- then you kind of know what to expect when the latter Taymor takes on the former Shakespeare's comedy of love confused.,"David Finkle, Contributor
Writer, Drama Critic",2013-11-03
https://www.huffingtonpost.com/entry/marc-denis_us_5bb2679fe4b0171db6a01235,10 Hyperrealistic Paintings That Will Forever Pervert Your View Of Art History (NSFW),CULTURE & ARTS,"""How can I introduce this idea of introducing the invisible foreground?"" he recalled. ""How can I include the viewer in the",,2013-11-03
https://www.huffingtonpost.com/entry/shannon-taggart_us_5bb267a5e4b0171db6a01495,Mesmerizing Photos From The Largest Spiritualist Community In The World,CULTURE & ARTS,"She certainly wasn’t the first photographer to do this, as spiritualism and spiritualist photography have long been connected",Priscilla Frank,2013-11-03
https://www.huffingtonpost.com/entry/understanding-muslim-wome_us_5bb267a6e4b0171db6a01507,Discovering Muslim Women in Six Words,CULTURE & ARTS,"If you had to write your entire life's story in six words, what would those six words be?","Samina Ali, Contributor
Author & Activist",2013-11-03
https://www.huffingtonpost.com/entry/wangechi-mutu_us_5bb267a6e4b0171db6a01534,Wangechi Mutu on the ImageBlog,CULTURE & ARTS,"Sit squat siamese, 2012. Collage on linoleum, 25.75 x 23.75 inches. Image courtesy of the Artist and Susanne Vielmetter Los","Wangechi Mutu, Contributor
Contributor",2013-11-03
https://www.huffingtonpost.com/entry/doug-argue_us_5bb267a6e4b0171db6a01536,Doug Argue on the ImageBlog,CULTURE & ARTS,"Isotropic (Detail), 9.5 x 13.5 ft., Oil/Canvas, 2009-2013, dougargue.com, edelmanarts.com","Doug Argue, Contributor
Contributor",2013-11-03
https://www.huffingtonpost.com/entry/americana-in-revival_us_5bb267a7e4b0171db6a0158a,Americana in Revival,CULTURE & ARTS,"Bay area audiences recently had an opportunity to experience revivals of two celebrated works which, several decades after their world premieres, seem to have lost some of their appeal. Though something was missing at the core of each show.","George Heymont, Contributor
San Francisco-based arts critic",2013-11-02
https://www.huffingtonpost.com/entry/really-got-a-hold-on-his_us_5bb267a7e4b0171db6a015b0,"Really Got a Hold on His Dreams: Charl Brown on Becoming Smokey Robinson, Never Giving Up and Beyoncé",CULTURE & ARTS,"Charl Brown had to postpone his birthday trip by a few days because he had to audition once again for the role of Smokey Robinson in Motown: The Musical. Bright and early on the day after Memorial Day, Brown received the call that he had landed his first starring role on Broadway.","Dustin Fitzharris, Contributor
Journalist in New York",2013-11-02
https://www.huffingtonpost.com/entry/from-the-boardroom-to-the_us_5bb267a5e4b0171db6a01488,"From the Boardroom to the Gallery, Women Shut Out",CULTURE & ARTS,"In Gagosian Gallery's new exhibition, ""The Show Is Over,"" of the 35 artists featured, just one is female; a staggering reminder of how much work there is left to be done in furthering gender equity within the arts.","Janice Sands, Contributor
Executive Director, Pen and Brush",2013-11-02
https://www.huffingtonpost.com/entry/colin-obrien_us_5bb267a6e4b0171db6a014b6,Stunning Vintage Photos Of Traveller's Children In 1980s London,CULTURE & ARTS,"This was the subject of Colin O'Brien's photography series, entitled ""Traveller’s Children in London Fields."" The photos",,2013-11-02
https://www.huffingtonpost.com/entry/calvin-and-hobbes-animated-short-video_us_5bb267a6e4b0171db6a014bf,'Calvin And Hobbes' Animated Short Makes Everything Right In The World,CULTURE & ARTS,"(Hat tip, MSN) Describing his homage as a ""fan interpretation of Calvin and Hobbes' dance moves, made for fun and no money",,2013-11-02
https://www.huffingtonpost.com/entry/daan-roosegaarde_us_5bb26787e4b0171db6a00dbb,Artist Tackles Beijing's Smog Problem With A Giant Vacuum Cleaner,CULTURE & ARTS,"Artist, environmentalist and dreamer par excellence Roosegaarde aptly titled his fantastical system ""Smog."" Smog will employ",,2013-10-27
https://www.huffingtonpost.com/entry/lou-reed-picutres_us_5bb26789e4b0171db6a00e8c,Lou Reed,CULTURE & ARTS,Lou Reed is with us always. It was a privilege to be his friend.,"Timothy Greenfield-Sanders, Contributor
Photographer and filmmaker",2013-10-27
https://www.huffingtonpost.com/entry/big-fish_us_5bb26789e4b0171db6a00e9a,"Stage Door: Big Fish, A Mind-Bending Evening of Beckett, The Snow Geese",CULTURE & ARTS,"A Mind-Bending Evening of Beckett distills human experience to its most elemental: Life is pain. There is nothing superfluous here in the three well-crafted one-acts now at the Irish Repertory Theatre. All epitomize Beckett's famous quote: ""I can't go on. I'll go on.""","Fern Siegel, Contributor
Deputy Editor, MediaPost",2013-10-27
https://www.huffingtonpost.com/entry/moscow-maelstrom-lightwei_us_5bb26785e4b0171db6a00d16,Moscow Maelstrom: Lightweight Biennale Outshone by Satellite Shows & Atypical Art Fair,CULTURE & ARTS,"The 5th Moscow Biennale, which closed October 20, saw Political Correctness rear its head beneath the Kremlin walls as feminist Belgian curator Catherine de Zegher turned the swanky Manège exhibition center into a Global Bazaar.","Simon Hewitt, Contributor
Art Historian, Critic, Curator & Photographer",2013-10-26
https://www.huffingtonpost.com/entry/somali-pirate-movies_us_5bb26787e4b0171db6a00de5,Somali Pirate Movies Take Hollywood,CULTURE & ARTS,"Of course, what he calls ""movieness"" still pervades Hollywood depictions of real-world events. ""Captain Phillips"" has been",Mallika Rao,2013-10-26
https://www.huffingtonpost.com/entry/humiliation-family-style_us_5bb26788e4b0171db6a00e36,"Humiliation, Family Style",CULTURE & ARTS,"As everyone knows, the 1960s was a time of great civil unrest, a subculture embracing hallucinogenic drugs, exuberant celebrations of free love and new music. However, at 1750 Stuart Street in Brooklyn, sounds of celebration and joy were few and far between.","George Heymont, Contributor
San Francisco-based arts critic",2013-10-26
