link,headline,category,short_description,authors,date
https://www.huffingtonpost.com/entry/what-dc-schools-wont-report-many-naep-subgroup-gains_us_584de0e2e4b017133105123b,What D.C. Schools Won’t Report: Many NAEP Subgroup Gains Slowed Under Rhee/Henderson,EDUCATION,"On Dec. 5, 2016, retired D.C. teacher Erich Martel sent an investigation request to D.C.’s Attorney General Karl Racine. In","Mercedes Schneider, ContributorPublic school teacher, education activist, PhD",2016-12-12
https://www.huffingtonpost.com/entry/good-news-we-can-cancel-t_b_13572778.html,Good News! We Can Cancel The Common Core Tests,EDUCATION,"Christopher Tienken (Seton Hall) has solved a mystery, and we can cancel the Big Standardized Test.","Peter Greene, ContributorTeacher and writer; blogger, curmudgucation.blogspot.com",2016-12-11
https://www.huffingtonpost.com/entry/an-open-letter-to-the-sec_b_13538890.html,An Open Letter to the Secretary of Education Designate from Thousands of American Clergy,EDUCATION,,"Michael Zimmerman, Ph.D., ContributorFounder, The Clergy Letter Project",2016-12-10
https://www.huffingtonpost.com/entry/special-education-case-at-supreme-court-could-prove_us_584983dae4b07d4bc0fa2561,Special Education Case At Supreme Court Could Prove Costly For Schools,EDUCATION,Schools and disabled students are pitted against each other in a Supreme Court case that could require higher standards for,"Stateline, ContributorStateline provides daily reporting and analysis on trends in s...",2016-12-08
https://www.huffingtonpost.com/entry/betsy-devos-and-her-2015-16-school-choice-yearbook_us_5844c8b6e4b0b93e10f8e39a,Betsy DeVos And Her 2015-16 School Choice Yearbook,EDUCATION,"On November 23, 2016, President-elect Donald Trump nominated Betsy DeVos for U.S. Secretary of Education. DeVos is zealous","Mercedes Schneider, ContributorPublic school teacher, education activist, PhD",2016-12-05
https://www.huffingtonpost.com/entry/professor-watchlist-who-is-beingtargeted_us_58441bfae4b0cf3f64558ac8,Professor Watchlist: Who Is Being Targeted,EDUCATION,The majority of those included on the Watchlist were classified as white males.,"Marion Leary, ContributorDirector of Innovation Research, Center for Resuscitation Scie...",2016-12-04
https://www.huffingtonpost.com/entry/im-a-liberal-professor-and-my-conservative-students_us_5842031de4b0b93e10f8e201,I’m A Liberal Professor And My Conservative Students Terrify Me,EDUCATION,"When they fail, it's always personal.","Jason McCormick, ContributorAdjunct Professor, Writer",2016-12-04
https://www.huffingtonpost.com/entry/k12-schools-need-to-know-what-works_us_58434a66e4b04587de5dea91,K12 Schools Need To Know What Works,EDUCATION,The challenges of analyzing purchasing decisions against student achievement are many.,"John Katzman, ContributorEducation Entrpreneur",2016-12-03
https://www.huffingtonpost.com/entry/yes-hamilton-was-magnificent-but-dinner-with-voltaire_us_583d0978e4b0bb2962f17833,"Yes, Hamilton Was Magnificent, But Dinner With Voltaire Was Better",EDUCATION,"Hell’s Kitchen, New York City. The night before Thanksgiving 2016. I am dining at a posh Italian restaurant just two blocks","Jeremy S. Adams, ContributorAuthor, The Secrets of Timeless Teachers, High School Teacher ...",2016-11-29
https://www.huffingtonpost.com/entry/trump-first-offered-jerry-falwell-jr-us-secretary_us_583b9bc5e4b0c2ab94436b32,"Trump First Offered Jerry Falwell, Jr. U.S. Secretary Of Education Job",EDUCATION,"The Associated Press reported the following on November 26, 2016: RICHMOND, Va. (AP) — Liberty University President Jerry","Mercedes Schneider, ContributorPublic school teacher, education activist, PhD",2016-11-28
https://www.huffingtonpost.com/entry/the-global-search-for-edu_76_b_13093546.html,The Global Search For Education: The Millennial Bloggers - What Next After Brexit And The US Election?,EDUCATION,,"C. M. Rubin, ContributorBlogger and author, 'The Real Alice in Wonderland'",2016-11-20
https://www.huffingtonpost.com/entry/post_13590_b_12997568.html,"With President Trump As Top Role Model, Teachers Could Have A Lot of Explaining To Do",EDUCATION,,"Ben Hellwarth, ContributorAuthor and Journalist",2016-11-19
https://www.huffingtonpost.com/entry/teaching-history-in-trumps-america_us_582f0d19e4b08c963e343dd1,Teaching History In Trump's America,EDUCATION,"On Thursday November 10, I lectured my introductory history class about the election in a historical context. Many of my","Adam H. Domby, ContributorAssistant Professor of History, College of Charleston",2016-11-18
https://www.huffingtonpost.com/entry/donald-j-trumps-vision-for-education_us_58292df6e4b02b1f5257a5a8,Donald J. Trump’s 'Vision' For Education,EDUCATION,"The American public knows little about President-elect Donald J. Trump’s plans for education. However, Trump has posted","Mercedes Schneider, ContributorPublic school teacher, education activist, PhD",2016-11-14
https://www.huffingtonpost.com/entry/plenty-to-tell-your-students_us_58254fdae4b0852d9ec213ee,Teaching Trump,EDUCATION,"Jessica Lander, a teacher at a Boston-area high school and a good friend, published an essay in these pages the evening of","Daniel Kevles, ContributorHistorian and writer.",2016-11-11
https://www.huffingtonpost.com/entry/law-schools-closing_us_581fcf1ee4b044f827a78fa2,Law Schools Closing,EDUCATION,Critics of legal education might be chortling that Indiana Tech University has announced it will close its new law school,"Frank H. Wu, ContributorAuthor, Yellow: Race in America Beyond Black and White",2016-11-07
https://www.huffingtonpost.com/entry/trisector-athlete-in-educ_b_12806984.html,Tri-Sector Athlete in Education: Daniel Rabuzzi and the MOUSE movement,EDUCATION,,"Noel Scott Anderson, Ph.D., ContributorClinical Professor and Director of Educational Leadership at t...",2016-11-05
https://www.huffingtonpost.com/entry/confidence-through-play_us_58139330e4b0990edc30e86c,Giving Kids The Confidence To Learn Through Play,EDUCATION,"By imagining a post-apocalyptic world, kids build new skills!",Blake Swensen,2016-10-31
https://www.huffingtonpost.com/entry/around-the-world-in-30-da_b_12689364.html,Around The World In 30 Days: October 2016,EDUCATION,,"C. M. Rubin, ContributorBlogger and author, 'The Real Alice in Wonderland'",2016-10-29
https://www.huffingtonpost.com/entry/did-you-know-i-dropped-out-of-high-school_us_580cf1ece4b0b1bd89fdb473,Did You Know I Dropped Out of High School?,EDUCATION,"Me, a high school dropout — who knew, right? It sounds comical, even now. Looking at me you would never assume this. But","Kern Carter, ContributorWriter moving the world forward with words. Author of BEAUTY S...",2016-10-23
https://www.huffingtonpost.com/entry/campus-sexual-assault-investigations-continue_us_580b8debe4b0f8715789fb63,Campus Sexual Assault Investigations Continue,EDUCATION,This is part two in a series where I examine sexual assaults on university campuses across the country. I advocate strongly,"Jenna Pratt, ContributorSecondary English Educator",2016-10-22
https://www.huffingtonpost.com/entry/word-origin-comics-the-ab_b_12499162.html,Word Origin Comics: The ABC's of Education,EDUCATION,,"Larry Paros, ContributorWriter, educator, lecturer, filmmaker",2016-10-15
https://www.huffingtonpost.com/entry/dont-raise-the-massachuse_b_12502860.html,Don't Raise The Massachusetts Charter Cap Just Yet,EDUCATION,"We need to fix some problems associated with charter schools in Massachusetts before we raise the cap. So, no, I do not support raising the cap at this time. Let me explain why.","Paul Heroux, ContributorState Representative, Massachusetts",2016-10-15
https://www.huffingtonpost.com/entry/americas-schools-are-built-for-tomorrows-followers_us_57f275bde4b095bd896a14ae,America's Schools Are Built For Tomorrow's Followers,EDUCATION,"The truth is that our education system won’t change anytime soon, but you have the choice to understand its shortcomings and work around it.","Ishan Goel, ContributorYouth Marketer | Photographer | Writer",2016-10-09
https://www.huffingtonpost.com/entry/pa-charter-management-ceo-not-publicly-accountable_us_57f1760be4b095bd896a1277,PA Charter Management CEO Not Publicly Accountable for “Sealed” Sexual Harassment Settlement,EDUCATION,"A major problem with the charter school slogan, “charter schools are public schools,” is that charter schools are operated","Mercedes Schneider, ContributorPublic school teacher, education activist, PhD",2016-10-02
https://www.huffingtonpost.com/entry/remember-high-school_b_12286322.html,Remembering High School,EDUCATION,,"John M. Eger, Contributor John M. Eger, Van Deerlin Endowed Chair of Communications and...",2016-10-01
https://www.huffingtonpost.com/entry/teaching-the-not-visible_us_57d98ae5e4b0a5cd12d744c9,Teaching The Not Visible,EDUCATION,"I have clarity about what I will teach, how I will teach and what my students will learn.","Nancy Lynne Westfield, Ph.D., ContributorProfessor of Religious Education, Drew University Theological ...",2016-09-14
https://www.huffingtonpost.com/entry/arkansas-residents-jim-and-alice-walton-pony-up-1835000_us_57d5f948e4b0f831f7072294,"Arkansas Residents Jim And Alice Walton Pony Up $1,835,000 To Raise Charter Cap In Massachusetts",EDUCATION,"According to the September 09, 2016, filing of the Massachusetts ballot committee, Yes on 2, billionaire Arkansas resident","Mercedes Schneider, ContributorPublic school teacher, education activist, PhD",2016-09-12
https://www.huffingtonpost.com/entry/8-things-the-us-must-do-now-to-save-public-education_us_57d4af40e4b0273330ac42f5,8 Things The U.S. Must Do Now To Save Public Education,EDUCATION,“I hate reading.” Ouch. I’d rather walk across burning coal than to hear these words from the mouth of a student in my classroom,"Geneva A Dixon, ContributorEducation Advocate & Author",2016-09-11
https://www.huffingtonpost.com/entry/educational-test-still-in_b_11967654.html,Educational Test Still Incentivizes Cheating,EDUCATION,"They just used the data to identify students whose numbers were probably going to be bad on the BS Test. Then they called those families and reminded them that they have the right to opt out of testing. Three dozen parents did so, helping the school skew its numbers a little higher.","Peter Greene, ContributorTeacher and writer; blogger, curmudgucation.blogspot.com",2016-09-11
https://www.huffingtonpost.com/entry/the-future-of-learning-pr_b_11959832.html,"The Future of Learning:  Project-based*, Place-based, Experiential, Authentic, Constructivism",EDUCATION,,"John M. Eger, Contributor John M. Eger, Van Deerlin Endowed Chair of Communications and...",2016-09-11
https://www.huffingtonpost.com/entry/teaching-the-greeks-and-c_b_11952826.html,Teaching the Greeks and Critical Thinking - Part 11: Does the Belief in an Afterlife Affect One's View of this Life?,EDUCATION,,"Frank Breslin, ContributorRetired high-school teacher",2016-09-10
https://www.huffingtonpost.com/entry/labor-days-4-work-steps-f_b_11868472.html,"Labor Day's  4 ""Work""  Steps for Love",EDUCATION,"These steps do take work.  Effort.  From you both.  Try to keep these objectives on a low simmer in the back of your brain so you can use them as needed and often.  Do add some smiles and a sense of humor to the ways you know, and look at, and speak with one another.","Joy A. Dryer, Ph.D., ContributorDivorce consultant & mediator. Clinical Psychologist w 35 yrs ...",2016-09-05
https://www.huffingtonpost.com/entry/kaepernick-sports-politic_b_11864808.html,"Kaepernick, Sports, Politics, the Anthem, the Pledge, and Schools",EDUCATION,I am a native New Yorkers so I have hated San Francisco sports teams since 1957 when the baseball Giants slinked away to the West Coast. But San Francisco 49er quarterback Colin Kaepernick is forcing me to reevaluate my fundamental sports fan nationalism.,"Alan Singer, ContributorSocial studies educator, Hofstra University, my opinions, of c...",2016-09-05
https://www.huffingtonpost.com/entry/modern-day-activists-call_b_11752680.html,Modern Day Activists Call it 'Historic Trauma',EDUCATION,,"Tim Giago, ContributorFounder, Native American Journalists Association",2016-08-28
https://www.huffingtonpost.com/entry/stop-blaming-teachers-send-texts-instead_us_57bb84c6e4b029a9a4673669,Stop Blaming Teachers: Send Texts Instead,EDUCATION,I’m a high school English teacher and the most important question I’m asked each year has nothing to do with reading or writing,"Regan Manwell Sowinski, ContributorWoke Teacher, Student Advocate, Mother",2016-08-23
https://www.huffingtonpost.com/entry/dear-teachers_us_57b9f5ffe4b07d22cc389a0b,Dear Teachers,EDUCATION,"Dear Teacher, As you head back to school, I see you so fresh and eager, and I am so thankful for your energy.  Your profession","Alethea Mshar, ContributorI'm a writer, a runner, and a special needs mom.",2016-08-21
https://www.huffingtonpost.com/entry/choosing-sides-on-school-inclusion_us_57ba1a52e4b007f18198d771,Choosing Sides On School Inclusion,EDUCATION,"Special education should be a service for children, not a place they are sent.","Jillian Benfield, ContributorCommunications Director at the Down Syndrome Diagnosis Network...",2016-08-21
https://www.huffingtonpost.com/entry/art-is-essential-not-extr_b_11633678.html,"Art is essential, not extra",EDUCATION,"The arts are vital for everyone. Art can soothe us. And it can stretch us -- by exposing us to concepts we've never imagined before, or by leading us to wrestle with ambiguity, multiple interpretations or artistic expression that we find jarring.","Randi Weingarten, ContributorPresident, American Federation of Teachers",2016-08-21
https://www.huffingtonpost.comhttp://data.huffingtonpost.com/2016/school-police/tasers,Set To Stun,EDUCATION,Children are being Tasered by school-based police officers. No one knows how often it’s happening or what impact it’s having on students.,,2016-08-11
https://www.huffingtonpost.com/entry/teaching-while-white_us_57940f0be4b0b3e2427c6fda,The Work of White Educators,EDUCATION,"In the next couple of weeks, teachers where you live will come back from the beach or the mountains or their gardens or their","Sarah Winchester, ContributorSarah is an educator living in the South.",2016-07-24
https://www.huffingtonpost.com/entry/the-global-search-for-edu_b_10539682.html,The Global Search for Education:  Just Imagine Secretary Hargreaves,EDUCATION,,"C. M. Rubin, ContributorBlogger and author, 'The Real Alice in Wonderland'",2016-07-24
https://www.huffingtonpost.com/entry/how-paul-toughs-helping-c_b_11122436.html,How Paul Tough's Helping Children Succeed Helped this Teacher Better Understand Our Craft,EDUCATION,,"John Thompson, ContributorAward-winning historian and inner-city teacher",2016-07-24
https://www.huffingtonpost.com/entry/should-schools-ban-cellphones_us_578affe7e4b0cbf01ea0035d,Should Schools Ban Cellphones?,EDUCATION,"Mr. MacNeil has taken steps in the past to prevent use, including the purchase of a cell phone jammer.","Alexandre Silberman, ContributorA 19-year-old multimedia journalist and travel enthusiast with...",2016-07-17
https://www.huffingtonpost.com/entry/mom-was-a-unionized-public-school-teacher-thats-why_us_578a1bfce4b0cbf01e9fd6c9,My Mom Was A Unionized Public School Teacher. That's Why I'm A Reformer,EDUCATION,"An earlier version of this column was published as “Why Teachers Have No Voice” at Dropout Nation.   Fortunately, reform","Dmitri Mehlhorn, ContributorSenior Fellow, Progressive Policy Institute",2016-07-16
https://www.huffingtonpost.com/entry/nations-largest-teachers_b_11035072.html,"Nation's Largest Teachers Union Endorses Teaching ""Climate Justice""",EDUCATION,There remains an enormous gulf between the severity of the climate crisis and the attention given the crisis in U.S. schools and in widely used text material.,"The Zinn Education Project, ContributorTeaching a people's history",2016-07-16
https://www.huffingtonpost.com/entry/great-generosity-mindset_b_10793774.html,Great Generosity Mindset | Motivational,EDUCATION,,"Jawad Aarji, ContributorFather, husband, brother & friend, #moroccan #vancouver @thisi...",2016-07-03
https://www.huffingtonpost.com/entry/michigan-schools-an-example-of-needed-vigilance-nationwide_us_5776f20fe4b0746f5647f44f,Michigan Schools: An Example Of Needed Vigilance Nationwide,EDUCATION,Misguided state education policy extends further than just the budget.,"Paul Ruth, ContributorTeacher and Writer",2016-07-02
https://www.huffingtonpost.com/entry/is-higher-education-suffe_b_10591478.html,"Is Higher Education Suffering a Crisis of Budget, Buildings or Failure to Adapt?",EDUCATION,,"Jayson Boyers, ContributorPresident & CEO, Cleary University",2016-06-26
https://www.huffingtonpost.com/entry/psychology-superheroes-in_b_10635556.html,Psychology Superheroes in a California School District,EDUCATION,,"Margaret Moodian, ContributorEducator, Nonprofit Leader, Court Appointed Special Advocate f...",2016-06-25
https://www.huffingtonpost.com/entry/from-the-ugliest-color-to_b_10659108.html,From the Ugliest Color to Significant Others: This Week's Curios,EDUCATION,,"Justin Kitch, ContributorCo-founder of Homestead and Curious.com, author of The Daily C...",2016-06-25
https://www.huffingtonpost.com/entry/how-to-answer-the-common-_b_10663454.html,How to Answer the Common Application Essay for College Admissions,EDUCATION,,"Ishan Puri, Contributoris the founder of Synocate, www.synocate.com",2016-06-25
https://www.huffingtonpost.com/entry/beyond-the-classroom_us_5769c680e4b0c0252e77a38f,This Bronx Educator Reminds Us Why Good Teachers Are Simply The Best,EDUCATION,Lisa Barnshaw reminds us why amazing teachers are so important.,Rebecca Klein,2016-06-22
https://www.huffingtonpost.com/entry/the-way-we-learn-today-is-just-wrong_us_5766c8c9e4b0092652d7a173,The Way We Learn Today Is Just Wrong,EDUCATION,"Over 155 million Americans play video games, and spend upwards of 3 billion hours per week engrossed in a game.","Peter Diamandis, ContributorChairman XPRIZE",2016-06-19
https://www.huffingtonpost.com/entry/the-global-search-for-edu_b_9724804.html,The Global Search for Education:  If You Teach Them They Will Grow,EDUCATION,,"C. M. Rubin, ContributorBlogger and author, 'The Real Alice in Wonderland'",2016-06-04
https://www.huffingtonpost.com/entry/around-the-world-in-30-da_b_10197530.html,Around the World in 30 Days - May 2016,EDUCATION,,"C. M. Rubin, ContributorBlogger and author, 'The Real Alice in Wonderland'",2016-05-30
https://www.huffingtonpost.com/entry/the-global-search-for-edu_b_10172006.html,The Global Search for Education: Top Global Teacher Bloggers - Cultivating Young Readers,EDUCATION,,"C. M. Rubin, ContributorBlogger and author, 'The Real Alice in Wonderland'",2016-05-28
https://www.huffingtonpost.comhttp://www.newyorker.com/magazine/2016/05/30/the-new-activism-of-liberal-arts-colleges,The Big Uneasy. What’s Roiling The Liberal-Arts Campus?,EDUCATION,"At Oberlin, it started in December, when the temperatures ran high, although the weeping willows and the yellow poplars that",,2016-05-24
https://www.huffingtonpost.com/entry/change-the-game-for-girls_b_10050100.html,"Change the Game for Girls in STEM: We Don't Need More, We Need Different",EDUCATION,,"Techbridge Girls, Contributor",2016-05-22
https://www.huffingtonpost.com/entry/failure-to-invest-in-educ_b_10098338.html,"Failure to invest in education is penny wise, pound foolish",EDUCATION,,"Justin van Fleet, Ph.D, ContributorJustin van Fleet is​ the Director of the International Commiss...",2016-05-22
https://www.huffingtonpost.com/entry/honoring-our-past-and-ins_b_9976430.html,Honoring Our Past and Inspiring Our Future,EDUCATION,"The American Federation of Teachers reached a significant milestone this week: the centennial of our founding. As I've pored over historical documents from our archives, it's clear that, from generation to generation, our union has been a vehicle to fight for positive change both in public schools and in society.","Randi Weingarten, ContributorPresident, American Federation of Teachers",2016-05-15
https://www.huffingtonpost.com/entry/giving-teenagers-weapons-_b_9957126.html,Giving Teenagers Weapons is NEVER a Solution,EDUCATION,"A few days ago, a story came across my news feed that I was sure was not true. Apparently, a school district in North Carolina has changed their handbook so that high schoolers are allowed to carry pepper spray with them to school.","Abby Norman, ContributorBlogs at AbbyNorman.net and is the author of Consent Based Par...",2016-05-14
https://www.huffingtonpost.com/entry/teacher-homework-fun_us_572f186ee4b0bc9cb04726cc,Teacher Sets Her Students The Funnest Homework Assignments Ever,EDUCATION,"Watch TV, see friends, read books and eat ice cream!",Lee Moran,2016-05-08
https://www.huffingtonpost.com/entry/podcast-students-say-we-d_b_9861902.html,Podcast: Students Say 'We Don't Want to Become Robots',EDUCATION,,"Jennifer Berkshire, ContributorPublic education advocate and blogger, EduShyster",2016-05-07
https://www.huffingtonpost.com/entry/how-to-be-the-change--an_b_9813374.html,How to Be the Change - An Interview with Dr. Thomas McGovern,EDUCATION,"Instead of wishing for change in the world, he is making change, and the formula he shares with others is simple; seize the opportunity to lead, innovate, find your passion, and resonate. He's Thomas McGovern, a leader in change.","Stacey Alcorn, ContributorAuthor, Speaker, Entrepreneur, Attorney, and Mom",2016-04-30
https://www.huffingtonpost.com/entry/why-lots-of-love-or-motiv_b_9765446.html,Why Lots of Love (or Motivation) Isn't Enough,EDUCATION,"If we know better, why do so many of us act as if things like love, motivation, self-esteem, and internalization come in only one variety? Might we focus on how much of ""it"" someone has because of our culture's preoccupation with quantification and data?","Alfie Kohn, ContributorEducation expert",2016-04-23
https://www.huffingtonpost.com/entry/how-the-teacher-shortage_b_9712286.html,How the Teacher Shortage Could Turn Into a Crisis,EDUCATION,"The last 15 years have been marked by top-down education policies that promoted testing over teaching, competition over collaboration, austerity over investment, and scapegoating teachers rather than valuing them. The Every Student Succeeds Act, the new federal education law, moves us in the right direction, but past policies have left their mark.","Randi Weingarten, ContributorPresident, American Federation of Teachers",2016-04-17
https://www.huffingtonpost.com/entry/test-driven-teacher-evalu_b_9714366.html,Test-Driven Teacher Evaluations Strike Out,EDUCATION,,"John Thompson, ContributorAward-winning historian and inner-city teacher",2016-04-17
https://www.huffingtonpost.com/entry/how-we-talk-about-race_b_9714962.html,How We Talk About Race,EDUCATION,"People who insist that bigotry is mere ignorance are mistaken, albeit hopeful. If bigotry were mere ignorance, its practitioners would reform upon being educated. But there are too many troubling instances in which bigots prove incorrigible.","Frank H. Wu, ContributorDistinguished Professor, UC Hastings College of the Law",2016-04-17
https://www.huffingtonpost.com/entry/assessing-our-children-to_b_9708510.html,Assessing Our Children to Death,EDUCATION,"Imagine a world where a poem was judged by the number of characters per line or the font in which it was published, or a violin concerto reviewed in terms of its precise conformance to metronomic beats or the posture of the violinist. This is what we are doing to education: Trying to measure beauty with a ruler.","Steve Nelson, ContributorHead of the Calhoun School in Manhattan",2016-04-16
https://www.huffingtonpost.com/entry/eileen-soon-the-future-of_b_9646684.html,Eileen Soon: The future of special education is exciting if we dare to reimagine it,EDUCATION,,"Sriram Krishnan, ContributorTechnology executive. Early stage investor. Previously intl gr...",2016-04-09
https://www.huffingtonpost.com/entry/how-do-asian-americans-ad_b_9650828.html,"""How Do Asian Americans Advocate for Equality Without Throwing Other People of Color Under the Bus?""",EDUCATION,"That was the compelling question I heard at the recent Advancing Justice conference in Los Angeles. I doubt there is an answer, a satisfactory answer anyway. But above all, I appreciate the discussion, and, because a certain response would be more confident than correct, I offer a set of observations.","Frank H. Wu, ContributorDistinguished Professor, UC Hastings College of the Law",2016-04-09
https://www.huffingtonpost.com/entry/teacher-pipeline-still-dr_b_9605516.html,Teacher Pipeline Still Drying Up,EDUCATION,"There has never been a lower percentage of college freshmen interested in teaching. I'm not sure that anybody is surprised by the collapse of the teacher pipeline. But for the sake of completeness, let's rattle off most likely culprits for those people who are actually uncertain how such a thing could happen.","Peter Greene, ContributorTeacher and writer; blogger, curmudgucation.blogspot.com",2016-04-03
https://www.huffingtonpost.com/entry/the-vitality-of-collegiat_b_9584012.html,The Vitality of Collegiate Recovery,EDUCATION,There has never been a more critical time to support the widespread establishment of collegiate recovery programs (CRPs),"Tim Rabolt, ContributorCollegiate recovery advocate from The George Washington Univer...",2016-04-02
https://www.huffingtonpost.com/entry/note-to-asian-americans-s_b_9601896.html,"Note to Asian Americans: Stop Saying ""Americans"" as if You are Not One",EDUCATION,"I am ticked off whenever it occurs: an Asian starts talking, whether in her native language or English, and refers to someone white as ""American."" To make it worse, she then refers to someone else black as ""Black."" She, meanwhile, is ""Chinese.""","Frank H. Wu, ContributorDistinguished Professor, UC Hastings College of the Law",2016-04-02
https://www.huffingtonpost.com/entry/will-charters-really-try_b_9498252.html,Will Charters Really Try to Replace Suspensions With Win-Win Alternatives?,EDUCATION,,"John Thompson, ContributorAward-winning historian and inner-city teacher",2016-03-20
https://www.huffingtonpost.comhttps://www.propublica.org/article/how-a-for-profit-college-targeted-homeless-and-kids-with-low-self-esteem,How A For-Profit College Targeted The Homeless And Kids With Low Self-Esteem,EDUCATION,"Perhaps you remember Corinthian Colleges. It was the country’s second largest chain of for-profit colleges, before it collapsed",,2016-03-18
https://www.huffingtonpost.com/entry/a-hack-for-improving-high_b_9439848.html,A Hack for Improving High School: Combine it With College and Career,EDUCATION,,"GenDIY, ContributorGenDIY",2016-03-12
https://www.huffingtonpost.com/entry/the-overselling-of-ed-tech_b_9441396.html,The Overselling of Ed Tech,EDUCATION,"Some people seem to be drawn to technology for its own sake -- because it's cool. This strikes me as an unpersuasive reason to spend oodles of money, particularly since the excitement is generated and continually refreshed by companies that profit from it.","Alfie Kohn, ContributorEducation expert",2016-03-12
https://www.huffingtonpost.comhttp://bestschoolday.huffingtonpost.com/#mt=map&filter=total&geo=US,Best School Day,EDUCATION,"Too many students don’t have the resources they need. Today, we start to change that.",,2016-03-10
https://www.huffingtonpost.com/entry/are-publicly-funded-chart_b_9342100.html,Are Publicly Funded Charter Schools Accountable to Parents and Taxpayers? Apparently Not.,EDUCATION,"They are private citizens who get to spend taxpayer dollars to educate children. They argue that the market will determine success.  Unfortunately, they get to define what success looks like -- not the public whose taxes fund the school, nor voters who are the ultimate policy makers in a democratic society.","Donald Cohen, ContributorExecutive Director, In the Public Interest",2016-02-28
https://www.huffingtonpost.com/entry/hank-aaron---swinging-for_b_9231712.html,Hank Aaron: Swinging for Social Justice,EDUCATION,"On the playing field, Hank Aaron smashed through racial barriers and ignored racist death threats and hate mail when he broke Babe Ruth's long time ""sacred record"" for home runs on April 8, 1974.","Ayele Shakur, ContributorEducator, Advocate, Reformer #UrbanEdReform -- Executive Direc...",2016-02-14
https://www.huffingtonpost.com/entry/swearing-an-oath----part_b_9123966.html,Swearing an Oath -- Part 1,EDUCATION,"Since taking their oath, many governors have begun to close public schools.  By violating their oath in so public a manner, they have shown that perjuring themselves means nothing to them, as does the fact that their first act in office was an act of perjury.","Frank Breslin, ContributorRetired high-school teacher",2016-01-31
https://www.huffingtonpost.com/entry/school-security-screenings_us_56989a82e4b0778f46f8f037,"These 100,000 School Children Face Airport-Style Security Screening Every Day",EDUCATION,The screenings still take place despite turning up few weapons and a major drop in crime rates.,"Cecilia Reyes, ProPublica, and Jenny Ye, WNYC, ProPublica/WNYC",2016-01-20
https://www.huffingtonpost.com/entry/testing-the-teacher_b_9000346.html,Testing the Teacher,EDUCATION,"I'm not even good at math, but here's my statistical probability prediction: Where, what, and who you teach will show similar patterns of ""successful"" and ""failing"" schools and teachers across your district.","Shanna Peeples, Contributor2015 National Teacher of the Year, English teacher, literacy s...",2016-01-16
https://www.huffingtonpost.com/entry/the-global-search-for-edu_b_8103556.html,The Global Search for Education: Latin America is Online,EDUCATION,,"C. M. Rubin, ContributorBlogger and author, 'The Real Alice in Wonderland'",2016-01-10
https://www.huffingtonpost.com/entry/moves-every-twenty-something-should-make_b_8904826.html,9 Moves Every Twenty-Something Should Make to Be More Successful,EDUCATION,Your 20s can be a decade-long stint in the waiting room of life. However it is important to point out that your 20s isn't a throwaway decade. What you do matters allot. Here are 9 ways to make the most of these exciting but unsettled years,"David Grabovac, ContributorAuthor, Educator and Entrepreneur",2016-01-02
https://www.huffingtonpost.com/entry/education-policies-worthy_b_8847068.html,Education Policies Worthy of the Name 'Reform',EDUCATION,"This new law can create positive change. States will now take the lead on accountability, interventions and teacher evaluation systems. While some states will mess up, we hope most will learn from the failures of NCLB and give teachers and schools the latitude and support to deeply engage students and to focus on the whole child.","Randi Weingarten, ContributorPresident, American Federation of Teachers",2015-12-20
https://www.huffingtonpost.com/entry/arts-based-learning-of-st_b_8724148.html,Arts Based Learning of STEM Works Says NSF Funded Research Firm,EDUCATION,"At this point, the debate in America about art and science is coming to a conclusion : the disciplines very much need each other.","John M. Eger, Contributor John M. Eger, Van Deerlin Endowed Chair of Communications and...",2015-12-06
https://www.huffingtonpost.com/entry/will-every-student-succee_b_8730956.html,Will Every Student Succeed? Not With This New Law,EDUCATION,"I will be glad to see NCLB left behind and RTTT stopped, but I do not see how ESSA is a victory for education in the United States. Does anyone believe that low-funded poorly performing states like Alabama, Mississippi and Louisiana, New Mexico and West Virginia, will create meaningful accountability systems and tests that will expose the low quality public education they offer Black and Latino students?","Alan Singer, ContributorSocial studies educator, Hofstra University, my opinions, of c...",2015-12-06
https://www.huffingtonpost.com/entry/the-global-search-for-edu_b_8703260.html,The Global Search for Education:  With the World in Mind,EDUCATION,,"C. M. Rubin, ContributorBlogger and author, 'The Real Alice in Wonderland'",2015-12-05
https://www.huffingtonpost.com/entry/the-global-search-for-edu_b_8128470.html,The Global Search for Education:  Just Imagine  - Tony Wagner and Ted Dintersmith,EDUCATION,,"C. M. Rubin, ContributorBlogger and author, 'The Real Alice in Wonderland'",2015-11-22
https://www.huffingtonpost.com/entry/pearson-germ-in-the-phili_b_8621842.html,Pearson GERM in the Philippines Is a Scare Story for the Rest of the World,EDUCATION,,"Alan Singer, ContributorSocial studies educator, Hofstra University, my opinions, of c...",2015-11-22
https://www.huffingtonpost.com/entry/if-you-have-one-of-these_b_8614058.html,"If You Have One of These Degrees, You Could Save Thousands by Refinancing Student Loans",EDUCATION,"Graduates with master's degrees in fine arts, education, business administration or social work also stand to save thousands of dollars.","NerdWallet, ContributorProviding clarity for all of life's financial decisions.",2015-11-21
